param_perturbed_5_percent_2100yr,Population_Dynamics1.Pop_65plus.Integrator1.y,Human_Fertility1.Perc_Life_Expectancy.Smooth1.Integrator1.y,Land_Fertility1.Yield_Tech_LYTD.Integrator1.y,Human_Fertility1.Fert_Cont_Facil_PC.Smooth3.Integrator1.y,Pollution_Dynamics1.P_PPoll_Gen_Fact_2.Smooth3.Integrator1.y,Pollution_Dynamics1.P_PPoll_Gen_Fact_2.Smooth1.Integrator1.y,Arable_Land_Dynamics1.Urban_Ind_Land.Integrator1.y,Human_Fertility1.Del_Ind_Out_PC.Smooth3.Integrator1.y,Human_Fertility1.Perc_Life_Expectancy.Smooth3.Integrator1.y,Human_Fertility1.Del_Ind_Out_PC.Smooth1.Integrator1.y,Population_Dynamics1.Pop_15_44.Integrator1.y,NR_Resource_Utilization1.P_Nr_Res_Use_Fact_2.Smooth3.Integrator1.y,Pollution_Dynamics1.Pers_Pollution.Integrator1.y,Life_Expectancy1.Eff_Hlth_Serv_PC.Smooth_of_Input.Integrator1.y,NR_Resource_Utilization1.P_Nr_Res_Use_Fact_2.Smooth2.Integrator1.y,Food_Production1.P_Land_Yield_Fact_2.Smooth2.Integrator1.y,Human_Fertility1.Fert_Cont_Facil_PC.Smooth2.Integrator1.y,Land_Fertility1.Land_Fertility.Integrator1.y,Food_Production1.Perc_Food_Ratio.Integrator1.y,Food_Production1.Agr_Inp.Integrator1.y,Food_Production1.P_Land_Yield_Fact_2.Smooth3.Integrator1.y,Pollution_Dynamics1.PPoll_Appear_Rate.Smooth1.Integrator1.y,NR_Resource_Utilization1.NR_Resources.Integrator1.y,Arable_Land_Dynamics1.Arable_Land.Integrator1.y,Human_Fertility1.Perc_Life_Expectancy.Smooth2.Integrator1.y,Human_Fertility1.Fert_Cont_Facil_PC.Smooth1.Integrator1.y,Pollution_Dynamics1.PPoll_Appear_Rate.Smooth3.Integrator1.y,Population_Dynamics1.Pop_0_14.Integrator1.y,Pollution_Dynamics1.PPoll_Tech_PTD.Integrator1.y,Labor_Utilization1.Labor_Util_Fr_Del.Integrator1.y,Industrial_Investment1.Industrial_Capital.Integrator1.y,Human_Fertility1.Avg_Ind_Out_PC.Smooth_of_Input.Integrator1.y,NR_Resource_Utilization1.Res_Tech_NRTD.Integrator1.y,Population_Dynamics1.Pop_45_64.Integrator1.y,Service_Sector_Investment1.Service_Capital.Integrator1.y,Arable_Land_Dynamics1.Pot_Arable_Land.Integrator1.y,Pollution_Dynamics1.P_PPoll_Gen_Fact_2.Smooth2.Integrator1.y,Food_Production1.P_Land_Yield_Fact_2.Smooth1.Integrator1.y,NR_Resource_Utilization1.P_Nr_Res_Use_Fact_2.Smooth1.Integrator1.y,Pollution_Dynamics1.PPoll_Appear_Rate.Smooth2.Integrator1.y,Human_Fertility1.Del_Ind_Out_PC.Smooth2.Integrator1.y
p_fioa_cons_const_1,0.787587490793,0.185037585215,0.0,1.77852899046,-2.19824158886e-14,-1.11022302463e-16,-0.0991813902645,1.17438329149,0.287959789294,1.29399564751,0.418636265234,-2.19824158886e-14,2.09925965543,0.552957045318,-1.77635683941e-15,-1.77635683941e-15,2.03944795383,-0.172893535167,0.0156590704263,2.73870010693,-2.19824158886e-14,2.38664865122,0.24248213021,-0.00576993521709,0.242925318401,2.05549686499,1.84856388865,0.257735320488,0.0,-0.096739127309,1.52382084502,1.33447370077,0.0,0.584321147803,1.51210038234,0.0475039617965,-1.77635683941e-15,-1.11022302463e-16,-1.11022302463e-16,2.13307350614,1.23480908772
p_fioa_cons_const_2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
p_fr_cap_al_obt_res_2[1],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
p_fr_cap_al_obt_res_2[2],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
p_fr_cap_al_obt_res_2[3],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
p_fr_cap_al_obt_res_2[4],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
p_fr_cap_al_obt_res_2[5],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
p_fr_cap_al_obt_res_2[6],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
p_fr_cap_al_obt_res_2[7],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
p_fr_cap_al_obt_res_2[8],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
p_fr_cap_al_obt_res_2[9],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
p_fr_cap_al_obt_res_2[10],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
p_fr_cap_al_obt_res_2[11],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
p_ind_cap_out_ratio_1,0.5521773209,0.118955417757,0.0,1.30447363643,-1.33226762961e-15,1.11022302463e-16,-0.0669207792724,0.832528207236,0.204524499985,0.900718967032,0.296674436386,-1.33226762961e-15,1.43841012558,0.422726147364,-2.22044604926e-16,-2.22044604926e-16,1.40754798982,-0.135398953256,-0.00950085711922,1.78767761027,-1.33226762961e-15,1.58451371978,0.161389255447,-0.00173922745436,0.164368762977,1.35547377269,1.29571268801,0.182296045034,0.0,-0.0792441808878,1.17322723889,0.925948076073,0.0,0.415814152653,1.0223685437,0.0222398911635,-2.22044604926e-16,1.11022302463e-16,1.11022302463e-16,1.45095151916,0.865183623424
p_land_yield_fact_1,-0.0572860396289,-0.0234887984417,0.0,-0.157764190793,2.33146835182e-15,0.0,0.01329209365,-0.0993629264401,-0.031296702316,-0.100912000995,-0.0235443121117,2.33146835182e-15,-0.125901549903,-0.0654007033916,1.11022302463e-16,1.11022302463e-16,-0.15694437842,0.0154643664084,-0.00502812100618,-0.130512688396,2.33146835182e-15,-0.127562575326,-0.00955328712808,-0.077508153041,-0.0275856208713,-0.15061274021,-0.120778746976,-0.014188920437,0.0,-0.0461821773433,-0.113925078863,-0.101377339445,0.0,-0.0398500297025,-0.0906719579108,-0.0323039527502,1.11022302463e-16,0.0,0.0,-0.12523713425,-0.100147357241
p_nr_res_use_fact_1,-0.0569040382518,-0.016429398959,0.0,-0.12485940208,1.22124532714e-15,0.0,-0.0279880428211,-0.0912768578547,-0.0273462816032,-0.0997349316398,-0.0318713753087,1.22124532714e-15,-0.127222292897,-0.0591544690958,2.22044604926e-16,2.22044604926e-16,-0.126464173837,0.016469889158,0.00116743603763,-0.146254050967,1.22124532714e-15,-0.134972969755,-0.0200989583732,-0.011254276464,-0.0228546895626,-0.119314663854,-0.122244645283,-0.024770659807,0.0,0.0143558787583,-0.10994643615,-0.102578238059,0.0,-0.0435979026582,-0.093173091696,0.116810135999,2.22044604926e-16,0.0,0.0,-0.128272868356,-0.095378612511
p_ppoll_gen_fact_1,-0.00501968043699,0.0100301446433,0.0,0.00205585364348,-1.58761892529e-14,1.11022302463e-16,-0.00214554352709,0.0155178808575,0.00318673458104,0.0154730652456,-0.00494387994263,-1.58761892529e-14,0.0627114342435,0.00817333051612,-1.33226762955e-15,-1.33226762955e-15,0.0142129970497,-0.00828000833179,0.00795786705092,0.00337215370593,-1.58761892529e-14,0.0555956269076,0.00791551281385,0.0161275052253,0.00739268447916,0.027032297124,0.0583056330973,-0.00221730524269,0.0,0.0157525716017,-0.000730081179153,0.0150184221298,0.0,-0.00450140283138,-0.000666588710219,-0.00335995439527,-1.33226762955e-15,1.11022302463e-16,1.11022302463e-16,0.0565113893729,0.0158803856455
p_ppoll_tech_chg_mlt[1],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
p_ppoll_tech_chg_mlt[2],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
p_ppoll_tech_chg_mlt[3],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
p_ppoll_tech_chg_mlt[4],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
p_res_tech_chg_mlt[1],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
p_res_tech_chg_mlt[2],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
p_res_tech_chg_mlt[3],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
p_res_tech_chg_mlt[4],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
p_serv_cap_out_ratio_1,0.0792244663308,0.0128380918344,0.0,0.17456295158,4.32986979623e-15,-1.11022302463e-16,-0.0147276081917,0.1362737923,0.0297355353297,0.146507248733,0.0459197235199,4.32986979623e-15,0.19881441528,0.0635730059838,2.22044604926e-16,2.22044604926e-16,0.174038465953,-0.0237035952416,-0.00758554539779,0.2361938061,4.32986979623e-15,0.215723907017,0.0232758045745,-0.00136976057427,0.0214518169006,0.155999311212,0.189074845629,0.0315376961273,0.0,-0.0225531054148,0.169548143774,0.150399263092,0.0,0.0619659428292,0.19087205247,0.00805988372266,2.22044604926e-16,-1.11022302463e-16,-1.11022302463e-16,0.203438709754,0.140944540965
p_serv_cap_out_ratio_2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
p_yield_tech_chg_mlt[1],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
p_yield_tech_chg_mlt[2],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
p_yield_tech_chg_mlt[3],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
p_yield_tech_chg_mlt[4],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
perc_food_ratio_init,2.00077325111e-05,3.29288099084e-06,0.0,6.51500126963e-05,-2.66453525922e-14,-1.11022302463e-16,3.49873890337e-07,3.32862070904e-05,1.16618901198e-05,3.27278425363e-05,7.91563334582e-06,-2.66453525922e-14,4.36217922898e-05,2.14956577752e-05,-1.88737914187e-15,-1.88737914187e-15,6.10279861034e-05,-5.48455354191e-06,-1.52926325353e-06,4.77827255487e-05,-2.66453525922e-14,4.50461430524e-05,1.83383844265e-06,-6.14103481541e-07,8.45218302061e-06,4.73270828277e-05,4.16700241927e-05,2.10993185898e-06,0.0,-8.83427393383e-06,3.99891177149e-05,3.3123389472e-05,0.0,1.37023365348e-05,3.17067185818e-05,3.09275503924e-06,-1.88737914187e-15,-1.11022302463e-16,-1.11022302463e-16,4.36258963372e-05,3.2678599735e-05
pers_pollution_init,1.07796773981e-05,9.78471477617e-06,0.0,5.03974169095e-05,-2.55351295675e-15,-1.11022302463e-16,-1.53234069648e-06,1.4603570326e-05,1.19281989397e-05,1.22969241329e-05,-2.2174688738e-06,-2.55351295675e-15,7.41958953083e-06,8.61136223995e-06,-2.22044604926e-16,-2.22044604926e-16,4.68920864857e-05,1.26234913758e-07,4.18998202738e-06,7.16794648259e-06,-2.55351295675e-15,8.19241609501e-06,-2.29666064575e-06,9.70022330748e-07,9.96557648681e-06,4.34343413742e-05,7.18682385535e-06,-4.74189996066e-06,0.0,3.49367599383e-06,1.36461600848e-05,1.18180105657e-05,0.0,3.98236767222e-06,7.00075544557e-06,1.03245725578e-05,-2.22044604926e-16,-1.11022302463e-16,-1.11022302463e-16,7.81695159364e-06,1.33208534828e-05
pop1_init,0.0127413308832,-0.000674141253242,0.0,0.0215231529086,-1.28785870862e-14,1.11022302463e-16,0.000479784766779,0.0209878174476,0.00115327594,0.0226789754895,0.0104131564436,-1.28785870862e-14,0.0377483296704,0.0121818574088,-7.7715611724e-16,-7.7715611724e-16,0.0208522528145,-0.00541999605028,-0.00375670564322,0.0410478381437,-1.28785870862e-14,0.0379531487746,0.00324901223951,0.000857881734533,0.000223274165606,0.0180216382907,0.0358178015079,0.00834758142406,0.0,-0.0069255555672,0.0295489298672,0.0233294977633,0.0,0.0117119243388,0.0261821475539,-0.00522088709308,-7.7715611724e-16,1.11022302463e-16,1.11022302463e-16,0.0370388481143,0.0217508552279
pop2_init,0.0244287730807,-0.00145671446223,0.0,0.0404491411496,-8.65973959247e-15,-1.11022302463e-16,0.000951015966901,0.0403720065898,0.00192530128625,0.0437236598422,0.0202638589684,-8.65973959247e-15,0.0736703356784,0.0232125843425,-6.66133814777e-16,-6.66133814777e-16,0.039367352411,-0.0105367448672,-0.00727262485791,0.0801647169736,-8.65973959247e-15,0.0740102836915,0.00637924108071,0.00160926960866,0.000201200615606,0.0340721247359,0.0697688241893,0.0163217745037,0.0,-0.0135092860683,0.0571805298091,0.0450044350605,0.0,0.0226331013584,0.0508289648241,-0.00981250797166,-6.66133814777e-16,-1.11022302463e-16,-1.11022302463e-16,0.0721918190679,0.0418920109754
pop3_init,0.000523287278835,0.00036993187206,0.0,0.00224743111718,-9.32587340727e-15,-1.11022302463e-16,-7.58809896795e-05,0.000810871661184,0.000540632418562,0.000742514997115,-5.36214931072e-05,-9.32587340727e-15,0.000681606880807,0.000669347305111,-7.7715611724e-16,-7.7715611724e-16,0.00211648677361,-5.58828827814e-05,0.000105334165074,0.000687666101857,-9.32587340727e-15,0.000691454429922,-6.88933223502e-05,-4.27645109317e-05,0.000453547178792,0.00192221674678,0.000650126056428,-0.000192049165322,0.0,8.89388968803e-05,0.000819927788564,0.000725178840689,0.0,0.000211723623539,0.000512124092856,0.000409617716775,-7.7715611724e-16,-1.11022302463e-16,-1.11022302463e-16,0.000677554741008,0.00077331791062
pop4_init,9.62655880431e-05,7.54537229329e-05,0.0,0.000450896205488,-5.99520433325e-15,1.11022302463e-16,-1.62228256029e-05,0.000150508532039,0.000110378856695,0.000134006275582,-1.9363471884e-05,-5.99520433325e-15,0.000109527513417,0.00012557167345,-4.44089209851e-16,-4.44089209851e-16,0.00042212408413,-7.17063197273e-06,2.34444171902e-05,0.000109720575159,-5.99520433325e-15,0.000112167006238,-1.66450823859e-05,-1.17167907237e-05,9.24109736165e-05,0.000380028371022,0.000104656822961,-4.61158412885e-05,0.0,2.23608303293e-05,0.000144224689154,0.000129839184921,0.0,3.35448977371e-05,8.38190140504e-05,8.0911091858e-05,-4.44089209851e-16,1.11022302463e-16,1.11022302463e-16,0.000109653358143,0.000141501091631
pot_arable_land_init,-0.0290157533474,-0.00244855523445,0.0,-0.109362474246,-3.44169137649e-15,-2.22044604925e-16,0.0190411604986,-0.089826677882,-0.0181972501577,-0.10066506494,-0.0101065040989,-3.44169137649e-15,-0.110374509144,-0.0537121001799,-3.33066907389e-16,-3.33066907389e-16,-0.104984961695,0.0153673553689,0.0181742430856,-0.144300103066,-3.44169137649e-15,-0.126024674182,-0.0205533407929,0.0448790184036,-0.0105153603114,-0.0895485695933,-0.107126346309,-0.000842174978117,0.0,0.0423015196877,-0.0905493931784,-0.104674179104,0.0,-0.0189213390566,-0.076759381648,0.0836700671232,-3.33066907389e-16,-2.22044604925e-16,-2.22044604925e-16,-0.116684005628,-0.094793306991
pot_arable_land_tot,0.0364110263933,0.00932406930185,0.0,0.104237804721,-1.27675647838e-14,1.11022302463e-16,-0.0112765534592,0.0683747968542,0.0196680266854,0.0732289910164,0.0157010209079,-1.27675647838e-14,0.0869957970443,0.0411528775673,-8.88178419703e-16,-8.88178419703e-16,0.102598776803,-0.0104524584142,-0.00494818037647,0.108291418414,-1.27675647838e-14,0.0976221203812,0.0105663293977,-0.0105503780453,0.0146748681715,0.0923084776841,0.0835262926133,0.00797669792256,0.0,-0.0184284869765,0.0787963430952,0.0751347250399,0.0,0.0254360575768,0.0653649886341,0.0717340523613,-8.88178419703e-16,1.11022302463e-16,1.11022302463e-16,0.0909244804118,0.0705372907305
ppoll_in_1970,0.00354627926992,-0.00761086506062,0.0,-0.00150572319654,-1.77635683948e-15,0.0,0.001953756814,-0.011831014653,-0.00168226318037,-0.0124796653711,0.00348981417388,-1.77635683948e-15,-0.0112723548812,-0.00614889890324,-1.11022302463e-16,-1.11022302463e-16,-0.0101703352399,0.00802440766984,-0.0065279614911,-0.0034919719371,-1.77635683948e-15,-0.00539261015101,-0.00642743697127,-0.0153674164441,-0.00511539595206,-0.0202565027088,-0.00754021741661,0.00128378213833,0.0,-0.0139458919019,-0.000116748322175,-0.0122772609417,0.0,0.00313962535531,-0.000330471817024,0.00222568188457,-1.11022302463e-16,0.0,0.0,-0.00624227936377,-0.0124714367961
ppoll_tech_init,-2.16550224335e-06,1.0406222492e-06,0.0,1.30688586896e-05,0.05,0.05,-5.29408120169e-06,4.79176479883e-06,4.05455431992e-06,3.80647519247e-06,-3.94375612406e-06,-4.7739590061e-15,-1.35083120633e-06,1.8824190081e-06,-4.44089209851e-16,-4.44089209851e-16,1.36348660948e-05,6.34902935118e-07,1.86770388544e-06,-1.37157389193e-06,-4.7739590061e-15,-1.05348054431e-06,-2.91690598584e-07,-2.55700673085e-06,3.67522555391e-06,9.23628915382e-06,-1.22038379454e-06,-4.68936804911e-06,0.05,9.91140275205e-07,5.34456045446e-07,3.49148420265e-06,0.0,-3.48496988038e-06,-1.29750652947e-06,-1.25830884312e-06,0.05,0.0,0.0,-1.10406104223e-06,4.35166590505e-06
ppoll_trans_del,-0.0131560803126,-0.00629251201469,0.0,-0.0118677607956,2.55351295675e-15,0.0,0.00113863105251,-0.0013810261818,-0.00852546392888,9.11784672283e-06,-0.00839125479942,2.55351295675e-15,0.0683562405197,0.000815436012276,3.33066907389e-16,3.33066907389e-16,-0.0153380506976,-0.00959703328691,-0.00614218688783,-0.00230672712436,2.55351295675e-15,0.0223568285601,-0.00191142494176,-0.00643180301471,-0.00788536253681,-0.0160637291625,0.0656710209409,-0.00840643394338,0.0,0.00124840269103,-0.006132148179,0.000352062623328,0.0,-0.0104898539665,-0.0062460002521,6.8227223515e-05,3.33066907389e-16,0.0,0.0,0.046399560766,-0.000665333695203
processing_loss,0.00462475841394,0.00147168738604,0.0,0.0214291057324,-9.99200722208e-15,-1.11022302463e-16,-0.0030409900901,0.0172206448117,0.0032799185252,0.0190618219765,0.000916484966519,-9.99200722208e-15,0.0208845699574,0.0105135690128,-7.7715611724e-16,-7.7715611724e-16,0.0212670586867,-0.00285432036281,-0.00226794678734,0.0257552198002,-9.99200722208e-15,0.0228999527702,0.00347465417265,0.000202948726571,0.00240588544657,0.0195148620281,0.0200446423482,-0.000616545315534,0.0,-0.000764580606608,0.0162487898638,0.0196911999733,0.0,0.00270067848527,0.013434959936,-0.00146846463995,-7.7715611724e-16,-1.11022302463e-16,-1.11022302463e-16,0.0215288628435,0.0181001470175
reproductive_lifetime,-0.0416110904805,0.104443339585,0.0,0.126645286059,-1.33226762961e-15,1.11022302463e-16,-0.0140599175891,-0.0730083482604,0.0974690361265,-0.0867560471005,-0.143807464726,-1.33226762961e-15,-0.250711162321,-0.0144324809151,-1.11022302463e-16,-1.11022302463e-16,0.147865594706,0.0467099307351,0.0813373856547,-0.291910936495,-1.33226762961e-15,-0.260759344109,-0.0431152957312,-0.0335526985501,0.101171201624,0.196764427679,-0.244048407264,-0.16545082466,0.0,0.193453031327,-0.166235607131,-0.0928152966219,0.0,-0.0981034648577,-0.187385679413,0.187798822704,-1.11022302463e-16,1.11022302463e-16,1.11022302463e-16,-0.253089133546,-0.0789838023557
res_tech_init,-2.16550224335e-06,1.0406222492e-06,0.0,1.30688586896e-05,-4.7739590061e-15,0.0,-5.29408120169e-06,4.79176479883e-06,4.05455431992e-06,3.80647519247e-06,-3.94375612406e-06,0.05,-1.35083120633e-06,1.8824190081e-06,0.05,-4.44089209851e-16,1.36348660948e-05,6.34902935118e-07,1.86770388544e-06,-1.37157389193e-06,-4.7739590061e-15,-1.05348054431e-06,-2.91690598584e-07,-2.55700673085e-06,3.67522555391e-06,9.23628915382e-06,-1.22038379454e-06,-4.68936804911e-06,0.0,9.91140275205e-07,5.34456045446e-07,3.49148420265e-06,0.05,-3.48496988038e-06,-1.29750652947e-06,-1.25830884312e-06,-4.44089209851e-16,0.0,0.05,-1.10406104223e-06,4.35166590505e-06
service_capital_init,-0.0115562069734,-0.00186620066016,0.0,-0.0283387273856,-1.68753899751e-14,0.0,0.00017267531762,-0.0186565077723,-0.00428521699577,-0.0192665743786,-0.00631699443745,-1.68753899751e-14,-0.0281406057002,-0.0122400818982,-1.22124532709e-15,-1.22124532709e-15,-0.0269571264838,0.00381350804334,0.00176403347388,-0.030201825382,-1.68753899751e-14,-0.0283505963333,-0.00158574434008,-0.000371095188371,-0.00309254431716,-0.0237004692861,-0.0268055066887,-0.00409083755412,0.0,0.00377576233304,-0.0240947940703,-0.019562936094,0.0,-0.00886104223942,-0.0199369665914,0.000809665287869,-1.22124532709e-15,0.0,0.0,-0.0277144046589,-0.018885587229
social_adj_del,0.00378283920195,0.000602733356122,0.0,0.00786981561547,-2.60902410799e-14,0.0,0.000702843634534,0.0504862644322,-0.000607890364606,0.0226052743088,0.00178557480532,-2.60902410799e-14,0.0104185573485,0.00180444472819,-1.99840144433e-15,-1.99840144433e-15,0.0108094246728,-0.00137355629314,0.000447543955944,0.0106689024608,-2.60902410799e-14,0.0101975846653,0.00177831120223,0.000887308073802,8.41893563677e-05,0.0126419817573,0.00985029257979,-2.0034522686e-05,0.0,-0.000857091565271,0.00765505423167,0.00817132483565,0.0,0.00314388500977,0.00689308925766,-0.0043685308163,-1.99840144433e-15,0.0,0.0,0.0100166224046,0.036568923908
