param_perturbed_5_percent,Population_Dynamics1.Pop_65plus.Integrator1.y,Human_Fertility1.Perc_Life_Expectancy.Smooth1.Integrator1.y,Land_Fertility1.Yield_Tech_LYTD.Integrator1.y,Human_Fertility1.Fert_Cont_Facil_PC.Smooth3.Integrator1.y,Pollution_Dynamics1.P_PPoll_Gen_Fact_2.Smooth3.Integrator1.y,Pollution_Dynamics1.P_PPoll_Gen_Fact_2.Smooth1.Integrator1.y,Arable_Land_Dynamics1.Urban_Ind_Land.Integrator1.y,Human_Fertility1.Del_Ind_Out_PC.Smooth3.Integrator1.y,Human_Fertility1.Perc_Life_Expectancy.Smooth3.Integrator1.y,Human_Fertility1.Del_Ind_Out_PC.Smooth1.Integrator1.y,Population_Dynamics1.Pop_15_44.Integrator1.y,NR_Resource_Utilization1.P_Nr_Res_Use_Fact_2.Smooth3.Integrator1.y,Pollution_Dynamics1.Pers_Pollution.Integrator1.y,Life_Expectancy1.Eff_Hlth_Serv_PC.Smooth_of_Input.Integrator1.y,NR_Resource_Utilization1.P_Nr_Res_Use_Fact_2.Smooth2.Integrator1.y,Food_Production1.P_Land_Yield_Fact_2.Smooth2.Integrator1.y,Human_Fertility1.Fert_Cont_Facil_PC.Smooth2.Integrator1.y,Land_Fertility1.Land_Fertility.Integrator1.y,Food_Production1.Perc_Food_Ratio.Integrator1.y,Food_Production1.Agr_Inp.Integrator1.y,Food_Production1.P_Land_Yield_Fact_2.Smooth3.Integrator1.y,Pollution_Dynamics1.PPoll_Appear_Rate.Smooth1.Integrator1.y,NR_Resource_Utilization1.NR_Resources.Integrator1.y,Arable_Land_Dynamics1.Arable_Land.Integrator1.y,Human_Fertility1.Perc_Life_Expectancy.Smooth2.Integrator1.y,Human_Fertility1.Fert_Cont_Facil_PC.Smooth1.Integrator1.y,Pollution_Dynamics1.PPoll_Appear_Rate.Smooth3.Integrator1.y,Population_Dynamics1.Pop_0_14.Integrator1.y,Pollution_Dynamics1.PPoll_Tech_PTD.Integrator1.y,Labor_Utilization1.Labor_Util_Fr_Del.Integrator1.y,Industrial_Investment1.Industrial_Capital.Integrator1.y,Human_Fertility1.Avg_Ind_Out_PC.Smooth_of_Input.Integrator1.y,NR_Resource_Utilization1.Res_Tech_NRTD.Integrator1.y,Population_Dynamics1.Pop_45_64.Integrator1.y,Service_Sector_Investment1.Service_Capital.Integrator1.y,Arable_Land_Dynamics1.Pot_Arable_Land.Integrator1.y,Pollution_Dynamics1.P_PPoll_Gen_Fact_2.Smooth2.Integrator1.y,Food_Production1.P_Land_Yield_Fact_2.Smooth1.Integrator1.y,NR_Resource_Utilization1.P_Nr_Res_Use_Fact_2.Smooth1.Integrator1.y,Pollution_Dynamics1.PPoll_Appear_Rate.Smooth2.Integrator1.y,Human_Fertility1.Del_Ind_Out_PC.Smooth2.Integrator1.y
p_avg_life_serv_cap_1,19987214.496731743,0.7737003658968514,0.0,0.15336094037100034,2.778340227802213e-07,1.7400502362407207e-07,1253389.8951186887,4.797393154808753,0.6895101671190542,5.555011060768945,36646407.77738866,2.778340227802213e-07,31759544.809510548,0.8859371787406356,2.9494979398550697e-07,2.9494979398550697e-07,0.16559262516387374,5.397626087782358,0.01860513307438311,7017067730.575617,2.778340227802213e-07,12130280.406453798,10167104941.516195,9534182.691943267,0.7271760367348682,0.1832938742671216,10079983.19849688,22992906.993343025,0.0,0.00954649135548262,171841967873.91635,6.003012021272194,0.0,21061254.84802567,84887968638.70807,18696796.934496038,2.9494979398550697e-07,1.7400502362407207e-07,1.7400502362407207e-07,10952026.809439437,5.125777355147353
p_avg_life_serv_cap_2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
p_fioa_cons_const_1,235669239.01942208,8.048028451199569,0.0,1.2858776094597606,2.531486582457237e-07,2.0980111564560211e-07,13737789.701555636,53.478144008550785,7.225604254611783,60.05937982084066,481114111.9809668,2.531486582457237e-07,345519191.52205974,7.312806385367667,2.245867930773717e-07,2.245867930773717e-07,1.38860854291805,54.25030751782777,0.18560365559993222,77287131848.21721,2.531486582457237e-07,131854185.92642137,123139564718.527,111843566.95375173,7.654095343873847,1.5050269711469084,114000847.65786625,303696913.77403605,0.0,0.08335828735201357,1948749122474.9583,62.84321376368751,0.0,268439048.30022043,931914407697.8104,222735214.64154452,2.245867930773717e-07,2.0980111564560211e-07,2.0980111564560211e-07,122738040.64855252,56.71837511007684
p_fioa_cons_const_2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
p_fr_cap_al_obt_res_2[1],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
p_fr_cap_al_obt_res_2[2],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
p_fr_cap_al_obt_res_2[3],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
p_fr_cap_al_obt_res_2[4],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
p_fr_cap_al_obt_res_2[5],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
p_fr_cap_al_obt_res_2[6],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
p_fr_cap_al_obt_res_2[7],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
p_fr_cap_al_obt_res_2[8],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
p_fr_cap_al_obt_res_2[9],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
p_fr_cap_al_obt_res_2[10],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
p_fr_cap_al_obt_res_2[11],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
p_ind_cap_out_ratio_1,193133631.64647177,6.666379080909338,0.0,1.0906057312722983,2.050292111226915e-07,1.267291149006065e-07,10876740.060743598,44.050838478576225,6.007527715473668,49.65667323410248,384278575.1707782,2.050292111226915e-07,287203884.9058091,6.010882476884305,1.8023183335804027e-07,1.8023183335804027e-07,1.185351236691265,45.29737868050858,0.1536131037789241,63651343765.122696,2.050292111226915e-07,109126975.81077622,97708232806.127,90707331.7519808,6.342196214665801,1.2980626402926534,93819896.24858786,238730738.19015732,0.0,0.06587071752211612,1603106572695.648,52.25290961776595,0.0,217373113.32071003,767253521800.9454,178894049.97590536,1.8023183335804027e-07,1.267291149006065e-07,1.267291149006065e-07,101069179.37315086,46.72153554707497
p_land_yield_fact_1,35103160.537412055,1.352187867439213,0.0,0.19257910536352704,2.8303289990257925e-07,1.3660918511141804e-07,2134232.9563563564,7.583034594636971,1.223986836352648,8.685957836265644,71158599.12390006,2.8303289990257925e-07,46174759.842559956,0.9952072008055546,2.215212989617766e-07,2.215212989617766e-07,0.21271216449955735,8.564946448799972,0.04352980980732408,9680327395.894684,2.8303289990257925e-07,17768804.935241796,15189975372.472868,84462118.54739814,1.284620339046151,0.24041975937894533,14741699.990549715,42535285.235437244,0.0,0.0189429181508321,295266981301.9615,9.321419516618432,0.0,40053209.172783464,135746861249.22368,31676428.092697382,2.215212989617766e-07,1.3660918511141804e-07,1.3660918511141804e-07,16023366.37246012,8.066835514782461
p_nr_res_use_fact_1,21200010.891071893,0.6465869583742581,0.0,0.12386558887088808,5.0662703462657e-10,8.250468855184616e-12,1546505.397870845,5.574183974751596,0.592117116643366,6.092344625614882,34325499.88520597,5.0662703462657e-10,47500414.35098938,0.893156059644468,9.105074968058181e-11,9.105074968058181e-11,0.1321590758042975,7.665002613527304,0.0074398814484708045,9445964754.172192,5.0662703462657e-10,15309702.864448728,9190845902.053259,12718416.372702481,0.6209577953518519,0.14413879015534584,13998576.364257164,16250438.549036883,0.0,0.009774992061408364,187071166493.09085,6.38183480050274,0.0,22579892.32933955,93590821948.55235,20880348.176674757,9.105074968058181e-11,8.250468855184616e-12,8.250468855184616e-12,14576854.696790073,5.807450325021699
p_ppoll_gen_fact_1,13161221.4310459,0.38953445882005727,0.0,0.020757708532478544,4.080091805210767e-07,1.859325737215304e-07,139609.63856185152,0.48258984749423534,0.3394155574874463,0.5428418983100868,16562321.889516808,4.080091805210767e-07,46456131.335255064,0.11001522992099193,3.765911031321292e-07,3.765911031321292e-07,0.021526589260195156,9.69147165568293,0.01488178944292002,1656436787.9267738,4.080091805210767e-07,13116835.242156105,897777870.1470144,15920621.664408498,0.3601248663653594,0.022692087394078027,12726390.895858709,7601226.673383877,0.0,0.004250253640176101,29140848306.335037,0.5670734828599787,0.0,11014985.106222238,4823133459.634339,763908.4291390667,3.765911031321292e-07,1.859325737215304e-07,1.859325737215304e-07,12917107.892010834,0.513801132422177
p_ppoll_tech_chg_mlt[1],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
p_ppoll_tech_chg_mlt[2],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
p_ppoll_tech_chg_mlt[3],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
p_ppoll_tech_chg_mlt[4],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
p_res_tech_chg_mlt[1],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
p_res_tech_chg_mlt[2],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
p_res_tech_chg_mlt[3],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
p_res_tech_chg_mlt[4],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
p_serv_cap_out_ratio_1,41580139.84955097,1.5392643496780023,0.0,0.27416753701174423,2.1827987876631325e-07,1.0764328211149228e-07,2340710.4501622785,9.419433024887121,1.380456513598179,10.833954149817224,77386338.38528018,2.1827987876631325e-07,62072725.986815535,1.525306270885351,1.8487409474097771e-07,1.8487409474097771e-07,0.2990118973611565,10.294070637218143,0.03524122104466491,13841432552.906422,2.1827987876631325e-07,23742716.07359979,19634952095.077885,18861308.53916611,1.4540896810070558,0.33331815429660994,19894061.019323878,47186788.836944506,0.0,0.01807732320409138,349543276103.1236,11.641193234600799,0.0,44927395.5509013,176840613808.26315,36857822.85588639,1.8487409474097771e-07,1.0764328211149228e-07,1.0764328211149228e-07,21563472.686372835,10.042334719220404
p_serv_cap_out_ratio_2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
p_yield_tech_chg_mlt[1],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
p_yield_tech_chg_mlt[2],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
p_yield_tech_chg_mlt[3],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
p_yield_tech_chg_mlt[4],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
perc_food_ratio_init,12319.72001936781,0.0005031543983272457,0.0,6.924258953922562e-05,3.2279770070485e-07,1.3982355248333377e-07,664.8679439661637,0.0028413733840891475,0.0004565465689351781,0.0031694306698645913,26066.08384572204,3.2279770070485e-07,16444.98080572918,0.0003747860826578401,3.214868987232364e-07,3.214868987232364e-07,7.523701114196242e-05,0.0031217021821071662,0.004427886922852645,3705427.8768154047,3.2279770070485e-07,6324.261877872713,5550426.203429713,8181.528919374489,0.0004768077681152643,8.598114131168165e-05,5334.027261004407,16557.39498028993,0.0,0.00012423333596499848,96997854.22613934,0.0033523036808718637,0.0,14393.657075733749,44924194.94484875,12800.885022446611,3.214868987232364e-07,1.3982355248333377e-07,1.3982355248333377e-07,5750.606472127645,0.0029907243703784694
pers_pollution_init,7307.991997640711,0.000525575059707801,0.0,7.787294693170971e-05,1.9374138540307583e-07,6.39510632577033e-08,440.57830531214864,0.0018305574929893729,0.0004979398007868048,0.0019520793535596822,31528.64912649457,1.9374138540307583e-07,112664.65868198106,0.00030592050156472855,1.6592042836906648e-07,1.6592042836906648e-07,8.077129935675045e-05,0.013628844867505659,2.0609935216929603e-05,1716853.0394868497,1.9374138540307583e-07,2380.965354812997,2266547.212107528,5165.487754653246,0.0005119446075760448,8.44589995699323e-05,2017.6665132954759,25149.361008315438,0.0,8.456742159570846e-06,43994191.3031452,0.0020211852950432338,0.0,12518.511361455707,18937431.64208347,9198.167145710402,1.6592042836906648e-07,6.39510632577033e-08,6.39510632577033e-08,2158.2592285484943,0.0018877919310288968
pop1_init,7055938.356962776,0.356492127803135,0.0,0.06310822589245016,3.55927815688119e-07,2.5523177572811087e-07,348955.040757035,2.0932895335726696,0.3346505494005278,2.337205447772158,19222382.6279732,3.55927815688119e-07,12697463.241463,0.3129829133733439,2.767210603251975e-07,2.767210603251975e-07,0.06761610948589386,1.9637429029776323,0.009151551764865005,2861593853.4243965,3.55927815688119e-07,4801943.702782912,3815518115.715045,3221351.6056787586,0.344175080878855,0.07397642077765537,4058769.5977061815,15567179.551087275,0.0,0.004873170437270586,64432038527.89879,2.482199112892994,0.0,8698296.621153452,32033141126.2893,5770710.325923761,2.767210603251975e-07,2.5523177572811087e-07,2.5523177572811087e-07,4381594.585454674,2.1987597269316197
pop2_init,13361756.277559672,0.686865706307901,0.0,0.12122674711073848,2.588694087641081e-07,1.5482009730247185e-07,661625.3616565433,4.007060913679048,0.6458909867711916,4.469946032820261,37984923.26453629,2.588694087641081e-07,24331011.056777634,0.5998263960137264,1.9412305572733333e-07,1.9412305572733333e-07,0.12974871092210974,3.768004332605481,0.01756066212039912,5496078647.498075,2.588694087641081e-07,9192404.126754692,7279930167.375611,6059712.018498186,0.6637708216248367,0.14174823316495688,7772714.692947112,29022034.096578054,0.0,0.01195778303302367,122733250096.9923,4.74395440943038,0.0,16755514.607075099,61144147333.72072,10875060.587051068,1.9412305572733333e-07,1.5482009730247185e-07,1.5482009730247185e-07,8390710.04994534,4.207507170932404
pop3_init,589552.2230668435,0.02275569326603197,0.0,0.003280966944289003,4.5148788439239773e-07,3.1934533808943825e-07,21985.021777256337,0.095595186857541,0.021354456122334862,0.10360415605375076,1455663.735469523,4.5148788439239773e-07,376849.80507854465,0.01482673903225227,2.6190800644928694e-07,2.6190800644928694e-07,0.0034006766330757442,0.09827555409075772,0.000952540817170285,96430956.31876712,4.5148788439239773e-07,144053.09688463947,130449522.60915801,273272.69527166086,0.021986991246638502,0.0035506989408618335,124716.2736001207,1116179.2081921613,0.0,0.0015861380772402187,2528007825.1393256,0.10857851702138961,0.0,1708378.6069381353,1110510318.5440102,456796.44656775607,2.6190800644928694e-07,3.1934533808943825e-07,3.1934533808943825e-07,132839.3985445502,0.09903369664047922
pop4_init,470993.1083235813,0.0047776437175858335,0.0,0.0006896838981986916,2.1697071424774545e-07,1.2347629706336162e-07,4281.377328073716,0.01887785945850527,0.004439945684730773,0.02058229576144344,298907.79994132335,2.1697071424774545e-07,67047.70561081206,0.0030248181687719763,2.1566402193744105e-07,2.1566402193744105e-07,0.0007122606483234325,0.019066820489437364,0.00021492694407510154,17878175.671843894,2.1697071424774545e-07,25675.227285278503,23811860.64110897,56825.71496748575,0.004582421868606615,0.0007388270186714112,22356.06255962078,236871.90722858533,0.0,0.0001223528134337678,461181485.25483453,0.021750682364492388,0.0,121028.9473238417,200127316.3780375,87978.57020870737,2.1566402193744105e-07,1.2347629706336162e-07,1.2347629706336162e-07,23744.079729433666,0.019576981673956727
pot_arable_land_init,27278753.839730445,0.9824556078983573,0.0,0.147639497692354,2.5021387275214374e-07,1.2259258162294372e-07,1777650.3452084754,5.569864075283175,0.8872600883543581,6.427912019349359,46687845.872714855,2.5021387275214374e-07,35461238.29385162,0.724870312607315,2.0317713976055678e-07,2.0317713976055678e-07,0.16370909315853144,4.966532560049675,0.027384714714171646,7951588082.844178,2.5021387275214374e-07,13626597.701927874,11302781415.734203,83778664.66044499,0.9324396389106961,0.18627577865874706,11329915.52571501,24852978.69116219,0.0,0.027826145203154164,211603044807.92697,6.922799507511674,0.0,27910150.95622467,94502309783.58014,35803102.11055625,2.0317713976055678e-07,1.2259258162294372e-07,1.2259258162294372e-07,12311880.946754763,5.947046259648633
pot_arable_land_tot,21900965.486747045,0.822466334029681,0.0,0.11746163893783636,4.133956711762025e-07,2.969645851241395e-07,1307273.1285642134,4.469324396282707,0.7445446687842787,5.154558994070087,39121474.10611568,4.133956711762025e-07,28911796.737079643,0.5771047675152943,1.9420034449440724e-07,1.9420034449440724e-07,0.13014380959717237,4.722819973671916,0.02415859875394661,6472763903.066124,4.133956711762025e-07,11042582.906784346,9033302301.60456,50665767.308867864,0.7823559496278695,0.1475665503455075,9207438.291397681,21535237.688680436,0.0,0.020537170454512352,172210534070.08914,5.546848020920416,0.0,23295698.967634514,78447594221.13286,56866306.78510416,1.9420034449440724e-07,2.969645851241395e-07,2.969645851241395e-07,9996663.663515769,4.771433275809271
ppoll_in_1970,8786252.496427307,0.2511697923257837,0.0,0.014773663817260342,2.537070945719069e-07,1.264269775588384e-07,128563.48282794765,0.37192154144862105,0.22651126564416266,0.4229384311605313,11464369.431916619,2.537070945719069e-07,13001030.10595245,0.07824274425205245,2.3527648420050824e-07,2.3527648420050824e-07,0.015251192420531532,8.172954992507913,0.011766810239010557,1365253719.4085867,2.537070945719069e-07,1332710.238613866,785232389.8549321,15245499.201447554,0.23673355834108065,0.01599846944542729,1166235.5802049357,5310061.645958683,0.0,0.0034853607488792545,23277917675.516685,0.44538530152679545,0.0,7551477.325199154,4155280932.343966,616604.7578561517,2.3527648420050824e-07,1.264269775588384e-07,1.264269775588384e-07,1240395.0807323095,0.3974134704787116
ppoll_tech_init,2285.7493915671844,0.00012942719189237286,0.0,1.4327723986026251e-05,0.04665552863248301,0.048802840439997885,289.1602734292199,0.000477643166582475,0.00010748284326341686,0.0004700708453523083,11062.363972040093,2.115921129980524e-10,891.0912486369318,9.892601294084786e-05,4.436981144114604e-11,4.436981144114604e-11,1.5546759646227815e-05,0.0005649465144169246,2.9062417895643726e-06,356943.10785655846,2.115921129980524e-10,296.0694665365068,316397.0985909276,3716.2445871519235,0.0001152506117748459,1.8086715020912266e-05,261.6055459486155,9806.570065822529,0.050124223793942956,2.431016528527804e-06,3858987.4294596575,0.0004622120872524382,0.0,3808.4201037506764,2846976.4871211993,765.1846770314299,0.04772144451275669,4.743918487969288e-12,4.743918487969288e-12,321.53775176523703,0.0004946183233214893
ppoll_trans_del,2960637.0735310535,0.13770964235280217,0.0,0.006818530335692735,1.3344328686742129e-07,8.395365367946926e-08,75984.77645626021,0.1673739161001997,0.10697292761035981,0.19404267128866404,4906100.61694203,1.3344328686742129e-07,16347607.472656608,0.02408460323452279,9.713771263248712e-08,9.713771263248712e-08,0.007424889711635921,3.166516051178519,0.004738937281805467,492785333.8188823,1.3344328686742129e-07,1823445.029320906,401683203.7703274,7117948.015532631,0.12325546127639997,0.00815647199078743,5333071.097869912,3010109.2961650933,0.0,0.0003716829820160998,9554225013.523748,0.21006909228515452,0.0,3174527.35708269,2594436930.486368,317248.04790351755,9.713771263248712e-08,8.395365367946926e-08,8.395365367946926e-08,3704376.324637472,0.17889297322694805
processing_loss,4535722.087155914,0.1551791159092238,0.0,0.02495488945780368,1.26579636833655e-07,8.343297723513362e-08,310995.6074415333,1.024464870883572,0.13985981697293967,1.175102268783369,8867702.435939468,1.26579636833655e-07,6388665.292341203,0.13641444936897587,9.588339616264767e-08,9.588339616264767e-08,0.027753751736096212,0.9865606324840678,0.004196627501868011,1445319496.0904102,1.26579636833655e-07,2455008.3071909854,2057497996.1536994,1348706.5990286954,0.1471171110706738,0.03168435241822919,2043934.2707224363,5141696.015412325,0.0,0.001975393654339609,37151853366.34572,1.2611128171048474,0.0,4993342.010119805,17059959612.82763,2763224.0145264636,9.588339616264767e-08,8.343297723513362e-08,8.343297723513362e-08,2220331.6134395497,1.091114993916107
reproductive_lifetime,33602542.296499565,4.227896876882887,0.0,0.8781335094239285,4.3885768826458665e-07,3.1858879315239596e-07,1665696.097966831,17.11753934571394,4.05185736506243,18.690455129373763,291694040.017748,4.3885768826458665e-07,86197392.7538313,3.866835962656771,2.1992311689856701e-07,2.1992311689856701e-07,0.912300015729553,18.080679709229106,0.10464587402029722,20969081917.579792,4.3885768826458665e-07,32430672.120874953,24433196037.111378,37232790.50879782,4.13430035365795,0.9591695941697019,27515857.731881212,246572966.61542943,0.0,0.047577092780568334,354439586297.11615,19.654999674767996,0.0,95612333.89942022,202353133891.36945,35770106.95354528,2.1992311689856701e-07,3.1858879315239596e-07,3.1858879315239596e-07,29651331.15205757,17.78548261048278
res_tech_init,2285.7493915671844,0.00012942719189237286,0.0,1.4327723986026251e-05,2.115921129980524e-10,4.743918487969288e-12,289.1602734292199,0.000477643166582475,0.00010748284326341686,0.0004700708453523083,11062.363972040093,0.04665552863248301,891.0912486369318,9.892601294084786e-05,0.04772144451275669,4.436981144114604e-11,1.5546759646227815e-05,0.0005649465144169246,2.9062417895643726e-06,356943.10785655846,2.115921129980524e-10,296.0694665365068,316397.0985909276,3716.2445871519235,0.0001152506117748459,1.8086715020912266e-05,261.6055459486155,9806.570065822529,0.0,2.431016528527804e-06,3858987.4294596575,0.0004622120872524382,0.050124223793942956,3808.4201037506764,2846976.4871211993,765.1846770314299,4.436981144114604e-11,4.743918487969288e-12,0.048802840439997885,321.53775176523703,0.0004946183233214893
